product,category,subcategory,database,abbreviated_database,region,nutritional level,dish
Abalone,Seafood,Mollusk,ISIA Food-500,ISIA,INTERNATIONAL,4,Main
Aburaage,Salty Snacks,Bean Snacks,ISIA Food-500,ISIA,EAST AND SOUTHEAST ASIA,1,Snack
adobo,Soups and Stews,Stews,UECFood-256,UECFOOD256,EAST AND SOUTHEAST ASIA,4,Main
Æbleflæsk,Mixed Food,Mixed Meat,ISIA Food-500,ISIA,EUROPE,2,Main
Agedashi_tofu,Beans,Fried Beans,ISIA Food-500,ISIA,EAST AND SOUTHEAST ASIA,3,Main
Aligot,Soups and Stews,Soups and Creams,ISIA Food-500,ISIA,EUROPE,4,Main
almond jelly,Sweet Products,Other Sweet Products,UECFood-256,UECFOOD256,EAST AND SOUTHEAST ASIA,1,Dessert
Almond_biscuit,Sweet Products,Pastries,ISIA Food-500,ISIA,INTERNATIONAL,1,Dessert
Aloo_gobi,Vegetables,Cooked Vegetables,ISIA Food-500,ISIA,CENTRAL ASIA,5,Main
Ambrosia_(fruit_salad),Sweet Products,Fruit Dessert,ISIA Food-500,ISIA,NORTH AMERICA,1,Dessert
Anago,Fish,Varied Fish,ISIA Food-500,ISIA,EAST AND SOUTHEAST ASIA,4,Main
Andong_jjimdak,Mixed Food,Meat and Vegetables,ISIA Food-500,ISIA,EAST AND SOUTHEAST ASIA,3,Main
Ants_climbing_a_tree,Noodle and Pasta,Noodle,ISIA Food-500,ISIA,EAST AND SOUTHEAST ASIA,6,Main
Anzac_biscuit,Sweet Products,Pastries,ISIA Food-500,ISIA,INTERNATIONAL,1,Dessert
apple pie,Sweet Products,Pastries,UECFood-256,UECFOOD256,INTERNATIONAL,1,Dessert
Apple_cobbler,Sweet Products,Pastries,ISIA Food-500,ISIA,NORTH AMERICA,1,Dessert
Apple_crisp,Sweet Products,Pastries,ISIA Food-500,ISIA,INTERNATIONAL,1,Dessert
Apple_dumpling,Sweet Products,Pastries,ISIA Food-500,ISIA,NORTH AMERICA,1,Dessert
apple_pie,Sweet Products,Pastries,Food-101,Food101,INTERNATIONAL,1,Dessert
Apple_pie,Sweet Products,Pastries,ISIA Food-500,ISIA,INTERNATIONAL,1,Dessert
apple_pie,Sweet Products,Pastries,VIPER-FoodNet,VIPER,INTERNATIONAL,1,Dessert
Apple_sauce,Sweet Products,Fruit Dessert,ISIA Food-500,ISIA,INTERNATIONAL,1,Dessert
Apple_strudel,Sweet Products,Pastries,ISIA Food-500,ISIA,EUROPE,1,Dessert
apples,Fruits,Fruits,FruitVeg-81,FruitVeg81,INTERNATIONAL,5,Dessert
Applesauce_cake,Sweet Products,Pastries,ISIA Food-500,ISIA,INTERNATIONAL,1,Dessert
apricots,Fruits,Fruits,FruitVeg-81,FruitVeg81,INTERNATIONAL,5,Dessert
Arab_salad,Salad,Other Types of Salad,ISIA Food-500,ISIA,NORTH AFRICA AND WEST ASIA,3,Main
Arancini,Mixed Food,Fried Food,ISIA Food-500,ISIA,EUROPE,2,Main
Arròs_negre,Mixed Food,Mixed Rice,ISIA Food-500,ISIA,EUROPE,6,Main
artichoke_bottoms_in_olive_oil,Vegetables,Cooked Vegetables,MAFood-121,MAFood121,NORTH AFRICA AND WEST ASIA,5,Main
Asam_pedas,Mixed Food,Mixed Fish,ISIA Food-500,ISIA,EAST AND SOUTHEAST ASIA,4,Main
Avocado_fries,Mixed Food,Mixed Food,ISIA Food-500,ISIA,INTERNATIONAL,3,Main
Avocado_key_lime_pie,Sweet Products,Pastries,ISIA Food-500,ISIA,INTERNATIONAL,1,Dessert
avocados,Fruits,Fruits,FruitVeg-81,FruitVeg81,INTERNATIONAL,5,Dessert
ayam bakar,Meat,White Meat,UECFood-256,UECFOOD256,EAST AND SOUTHEAST ASIA,4,Main
ayam goreng,Meat,White Meat,UECFood-256,UECFOOD256,EAST AND SOUTHEAST ASIA,4,Main
Ayam_bakar,Meat,White Meat,ISIA Food-500,ISIA,EAST AND SOUTHEAST ASIA,4,Main
Ayam_betutu,Meat,White Meat,ISIA Food-500,ISIA,EAST AND SOUTHEAST ASIA,4,Main
Ayam_goreng,Meat,White Meat,ISIA Food-500,ISIA,EAST AND SOUTHEAST ASIA,4,Main
babi guling,Mixed Food,Mixed Meat,UECFood-256,UECFOOD256,EAST AND SOUTHEAST ASIA,2,Main
Babi_panggang,Meat,Varied Meat,ISIA Food-500,ISIA,EAST AND SOUTHEAST ASIA,2,Main
baby_back_ribs,Meat,Red Meat,Food-101,Food101,INTERNATIONAL,2,Main
Bacon_and_eggs,Mixed Food,Mixed Eggs,ISIA Food-500,ISIA,INTERNATIONAL,4,Main
Bacon_egg_and_cheese_sandwich,Sandwich and Similar Products,Sandwich,ISIA Food-500,ISIA,INTERNATIONAL,3,Main
Bacon_explosion,Meat,Red Meat,ISIA Food-500,ISIA,INTERNATIONAL,2,Main
Bacon_sandwich,Sandwich and Similar Products,Sandwich,ISIA Food-500,ISIA,INTERNATIONAL,3,Main
bagel,Bread and Similar Products,Other Types of Bread,UECFood-256,UECFOOD256,INTERNATIONAL,3,Appetizer
bagel,Bread and Similar Products,Other Types of Bread,VIPER-FoodNet,VIPER,INTERNATIONAL,3,Appetizer
Baingan_bharta,Mixed Food,Mixed Vegetables,ISIA Food-500,ISIA,CENTRAL ASIA,5,Main
bak kut teh,Soups and Stews,Soups and Creams,UECFood-256,UECFOOD256,EAST AND SOUTHEAST ASIA,4,Main
baked salmon,Fish,Varied Fish,UECFood-256,UECFOOD256,INTERNATIONAL,4,Main
Baked_beans,Beans,Cooked Beans,ISIA Food-500,ISIA,INTERNATIONAL,4,Main
baked_beans,Beans,Cooked Beans,VIPER-FoodNet,VIPER,INTERNATIONAL,4,Main
baked_potato,Vegetables,Cooked Vegetables,VIPER-FoodNet,VIPER,INTERNATIONAL,5,Main
baklava,Sweet Products,Pastries,Food-101,Food101,INTERNATIONAL,1,Dessert
ball shaped bun with pork,Mixed Food,Dumpling,UECFood-256,UECFOOD256,EAST AND SOUTHEAST ASIA,2,Main
Banana_bread,Sweet Products,Pastries,ISIA Food-500,ISIA,INTERNATIONAL,1,Dessert
Banana_pancakes,Sweet Products,Pastries,ISIA Food-500,ISIA,INTERNATIONAL,1,Dessert
Banana_pudding,Sweet Products,Dairy Dessert,ISIA Food-500,ISIA,NORTH AMERICA,1,Dessert
Banana_split,Sweet Products,Dairy Dessert,ISIA Food-500,ISIA,NORTH AMERICA,1,Dessert
bananas,Fruits,Fruits,FruitVeg-81,FruitVeg81,INTERNATIONAL,5,Dessert
Bandeja_paisa,Mixed Food,Mixed Food,ISIA Food-500,ISIA,LATIN AMERICA AND THE CARIBBEAN,3,Main
Bangers_and_mash,Mixed Food,Meat and Vegetables,ISIA Food-500,ISIA,EUROPE,3,Main
Banh_bo,Sweet Products,Pastries,ISIA Food-500,ISIA,EAST AND SOUTHEAST ASIA,1,Dessert
Bánh_canh,Noodle and Pasta,Noodle,ISIA Food-500,ISIA,EAST AND SOUTHEAST ASIA,6,Main
Bánh_chuối,Sweet Products,Pastries,ISIA Food-500,ISIA,EAST AND SOUTHEAST ASIA,1,Dessert
banh_mi,Sandwich and Similar Products,Sandwich,MAFood-121,MAFood121,EAST AND SOUTHEAST ASIA,3,Main
banh_xeo,Mixed Food,Mixed Food,MAFood-121,MAFood121,EAST AND SOUTHEAST ASIA,3,Main
Barbecued red pork in sauce with rice,Mixed Food,Rice and Meat,UECFood-256,UECFOOD256,INTERNATIONAL,3,Main
bean curd family style,Mixed Food,Meat and Vegetables,UECFood-256,UECFOOD256,EAST AND SOUTHEAST ASIA,3,Main
Bean_pie,Sweet Products,Pastries,ISIA Food-500,ISIA,INTERNATIONAL,1,Dessert
Bean_salad,Beans,Cooked Beans,ISIA Food-500,ISIA,INTERNATIONAL,4,Main
beans,Beans,Fresh Beans,FruitVeg-81,FruitVeg81,INTERNATIONAL,4,Main
beef bowl,Meat,Red Meat,UECFood-256,UECFOOD256,EAST AND SOUTHEAST ASIA,2,Main
beef curry,Mixed Food,Rice and Meat,UECFood-256,UECFOOD256,INTERNATIONAL,3,Main
beef in oyster sauce,Mixed Food,Meat and Vegetables,UECFood-256,UECFOOD256,INTERNATIONAL,3,Main
beef noodle,Noodle and Pasta,Noodle,UECFood-256,UECFOOD256,EAST AND SOUTHEAST ASIA,6,Main
beef noodle soup,Noodle and Pasta,Noodle,UECFood-256,UECFOOD256,EAST AND SOUTHEAST ASIA,6,Main
beef_bourguignon,Soups and Stews,Stews,MAFood-121,MAFood121,EUROPE,4,Main
Beef_bun,Mixed Food,Mixed Meat,ISIA Food-500,ISIA,EAST AND SOUTHEAST ASIA,2,Main
beef_carpaccio,Meat,Red Meat,Food-101,Food101,EUROPE,2,Main
Beef_chow_fun,Noodle and Pasta,Noodle,ISIA Food-500,ISIA,EAST AND SOUTHEAST ASIA,6,Main
Beef_noodle_soup,Noodle and Pasta,Noodle,ISIA Food-500,ISIA,EAST AND SOUTHEAST ASIA,6,Main
beef_tartare,Meat,Red Meat,Food-101,Food101,INTERNATIONAL,2,Main
Beef_Wellington,Meat,Breaded Meat,ISIA Food-500,ISIA,EUROPE,2,Main
beer,Drinks,Alcoholic Drinks,VIPER-FoodNet,VIPER,INTERNATIONAL,2,Drinks
beet_salad,Salad,Other Types of Salad,Food-101,Food101,INTERNATIONAL,3,Main
Beignet,Sweet Products,Pastries,ISIA Food-500,ISIA,EUROPE,1,Dessert
beignets,Sweet Products,Pastries,Food-101,Food101,EUROPE,1,Dessert
bibimbap,Mixed Food,Mixed Food,Food-101,Food101,EAST AND SOUTHEAST ASIA,3,Main
Bibimbap,Mixed Food,Mixed Food,ISIA Food-500,ISIA,EAST AND SOUTHEAST ASIA,3,Main
bibimbap,Mixed Food,Mixed Food,UECFood-256,UECFOOD256,EAST AND SOUTHEAST ASIA,3,Main
Bibingka,Sweet Products,Pastries,ISIA Food-500,ISIA,EAST AND SOUTHEAST ASIA,1,Dessert
Biryani,Rice,Rice,ISIA Food-500,ISIA,CENTRAL ASIA,6,Main
biryani,Rice,Rice,MAFood-121,MAFood121,CENTRAL ASIA,6,Main
biscuit,Sweet Products,Pastries,VIPER-FoodNet,VIPER,INTERNATIONAL,1,Dessert
Bisque_food,Soups and Stews,Soups and Creams,ISIA Food-500,ISIA,EUROPE,4,Main
Bistek,Mixed Food,Mixed Meat,ISIA Food-500,ISIA,INTERNATIONAL,2,Main
Black_Forest_gateau,Sweet Products,Chocolate Products,ISIA Food-500,ISIA,EUROPE,1,Dessert
Black_pepper_crab,Seafood,Crustacean,ISIA Food-500,ISIA,INTERNATIONAL,4,Main
Blackberry_pie,Sweet Products,Pastries,ISIA Food-500,ISIA,INTERNATIONAL,1,Dessert
Blancmange,Sweet Products,Other Sweet Products,ISIA Food-500,ISIA,EUROPE,1,Dessert
blanquette_de_veau,Mixed Food,Mixed Food,MAFood-121,MAFood121,EUROPE,3,Main
BLT_sandwich,Sandwich and Similar Products,Sandwich,ISIA Food-500,ISIA,INTERNATIONAL,3,Main
Blueberry_pie,Sweet Products,Pastries,ISIA Food-500,ISIA,NORTH AMERICA,1,Dessert
boiled chicken and vegetables,Mixed Food,Meat and Vegetables,UECFood-256,UECFOOD256,EAST AND SOUTHEAST ASIA,3,Main
boiled fish,Fish,Varied Fish,UECFood-256,UECFOOD256,INTERNATIONAL,4,Main
Boiled_beef,Mixed Food,Mixed Meat,ISIA Food-500,ISIA,INTERNATIONAL,2,Main
boiled_egg,Eggs,Eggs,VIPER-FoodNet,VIPER,INTERNATIONAL,4,Main
Boiled_peanuts,Salty Snacks,Nut Snacks,ISIA Food-500,ISIA,INTERNATIONAL,4,Snack
Bon_bon_chicken,Meat,White Meat,ISIA Food-500,ISIA,EAST AND SOUTHEAST ASIA,4,Main
"boned, sliced Hainan-style chicken with marinated rice",Mixed Food,Rice and Meat,UECFood-256,UECFOOD256,EAST AND SOUTHEAST ASIA,3,Main
borek,Mixed Food,Pie,MAFood-121,MAFood121,NORTH AFRICA AND WEST ASIA,2,Main
Borscht,Soups and Stews,Soups and Creams,ISIA Food-500,ISIA,EUROPE,4,Main
Botan-ebi,Seafood,Crustacean,ISIA Food-500,ISIA,INTERNATIONAL,4,Main
Botifarra,Meat,Sausage,ISIA Food-500,ISIA,EUROPE,2,Main
Bouillabaisse,Soups and Stews,Soups and Creams,ISIA Food-500,ISIA,EUROPE,4,Main
Bourbon_chicken,Mixed Food,Mixed Meat,ISIA Food-500,ISIA,INTERNATIONAL,2,Main
braised pork meat ball with napa cabbage,Meat,Varied Meat,UECFood-256,UECFOOD256,EAST AND SOUTHEAST ASIA,2,Main
bread_pudding,Sweet Products,Pastries,Food-101,Food101,INTERNATIONAL,1,Dessert
Bread_roll,Bread and Similar Products,Other Types of Bread,ISIA Food-500,ISIA,INTERNATIONAL,3,Appetizer
breaded_fish,Fish,Fried or Breaded Fish,VIPER-FoodNet,VIPER,INTERNATIONAL,3,Main
breakfast_burrito,Sandwich and Similar Products,Wrap,Food-101,Food101,NORTH AMERICA,3,Main
Broccoli_slaw,Vegetables,Cooked Vegetables,ISIA Food-500,ISIA,INTERNATIONAL,5,Main
broiled eel bowl,Mixed Food,Rice and Fish,UECFood-256,UECFOOD256,EAST AND SOUTHEAST ASIA,4,Main
Brown_stew_chicken,Soups and Stews,Stews,ISIA Food-500,ISIA,LATIN AMERICA AND THE CARIBBEAN,4,Main
brownie,Sweet Products,Chocolate Products,UECFood-256,UECFOOD256,INTERNATIONAL,1,Dessert
brownie,Sweet Products,Chocolate Products,VIPER-FoodNet,VIPER,INTERNATIONAL,1,Dessert
bruschetta,Bread and Similar Products,Toast,Food-101,Food101,EUROPE,3,Dessert
Bruschetta,Bread and Similar Products,Toast,ISIA Food-500,ISIA,EUROPE,3,Dessert
bubur ayam,Mixed Food,Mixed Food,UECFood-256,UECFOOD256,EAST AND SOUTHEAST ASIA,3,Main
Bubur_ayam,Mixed Food,Mixed Food,ISIA Food-500,ISIA,EAST AND SOUTHEAST ASIA,3,Main
Bubur_kacang_hijau,Sweet Products,Other Sweet Products,ISIA Food-500,ISIA,EAST AND SOUTHEAST ASIA,1,Dessert
Bugnes,Sweet Products,Pastries,ISIA Food-500,ISIA,EUROPE,1,Dessert
Bun_bo_hue,Noodle and Pasta,Noodle,ISIA Food-500,ISIA,EAST AND SOUTHEAST ASIA,6,Main
bun_cha,Mixed Food,Mixed Food,MAFood-121,MAFood121,EAST AND SOUTHEAST ASIA,3,Main
Bún_ốc,Noodle and Pasta,Noodle,ISIA Food-500,ISIA,EAST AND SOUTHEAST ASIA,6,Main
Bun_rieu,Noodle and Pasta,Noodle,ISIA Food-500,ISIA,EAST AND SOUTHEAST ASIA,6,Main
Burrito,Sandwich and Similar Products,Wrap,ISIA Food-500,ISIA,INTERNATIONAL,3,Main
burrito,Sandwich and Similar Products,Wrap,VIPER-FoodNet,VIPER,INTERNATIONAL,3,Main
Butadon,Mixed Food,Mixed Meat,ISIA Food-500,ISIA,EAST AND SOUTHEAST ASIA,2,Main
Butter_cake,Sweet Products,Pastries,ISIA Food-500,ISIA,INTERNATIONAL,1,Dessert
butter_chicken,Mixed Food,Mixed Meat,MAFood-121,MAFood121,CENTRAL ASIA,2,Main
Butter_pecan,Sweet Products,Pastries,ISIA Food-500,ISIA,INTERNATIONAL,1,Dessert
Butter_pie,Sweet Products,Pastries,ISIA Food-500,ISIA,INTERNATIONAL,1,Dessert
Buttercream,Sweet Products,Dairy Dessert,ISIA Food-500,ISIA,INTERNATIONAL,1,Dessert
Buttery_bread,Sweet Products,Pastries,ISIA Food-500,ISIA,INTERNATIONAL,1,Dessert
cabbage,Vegetables,Fresh Vegetables,FruitVeg-81,FruitVeg81,INTERNATIONAL,5,Main
cabbage,Vegetables,Fresh Vegetables,VIPER-FoodNet,VIPER,INTERNATIONAL,5,Main
cabbage roll,Mixed Food,Mixed Vegetables,UECFood-256,UECFOOD256,INTERNATIONAL,5,Main
Cabbage_soup,Soups and Stews,Soups and Creams,ISIA Food-500,ISIA,INTERNATIONAL,4,Main
Caesar salad,Salad,Other Types of Salad,UECFood-256,UECFOOD256,INTERNATIONAL,3,Main
caesar_salad,Salad,Other Types of Salad,Food-101,Food101,INTERNATIONAL,3,Main
Caesar_salad,Salad,Other Types of Salad,ISIA Food-500,ISIA,INTERNATIONAL,3,Main
Café_liégeois,Sweet Products,Dairy Dessert,ISIA Food-500,ISIA,EUROPE,1,Dessert
cake,Sweet Products,Pastries,VIPER-FoodNet,VIPER,INTERNATIONAL,1,Dessert
Calamari,Fish,Fried or Breaded Fish,ISIA Food-500,ISIA,INTERNATIONAL,3,Main
Caldo_verde,Soups and Stews,Soups and Creams,ISIA Food-500,ISIA,EUROPE,4,Main
cannoli,Sweet Products,Other Sweet Products,Food-101,Food101,EUROPE,1,Dessert
cao_lau,Noodle and Pasta,Noodle,MAFood-121,MAFood121,EAST AND SOUTHEAST ASIA,6,Main
caprese_salad,Salad,Other Types of Salad,Food-101,Food101,EUROPE,3,Main
Caprese_salad,Salad,Other Types of Salad,ISIA Food-500,ISIA,EUROPE,3,Main
carambolas,Fruits,Fruits,FruitVeg-81,FruitVeg81,INTERNATIONAL,5,Dessert
Carpaccio,Meat,Red Meat,ISIA Food-500,ISIA,EUROPE,2,Main
Carrot_bread,Sweet Products,Pastries,ISIA Food-500,ISIA,INTERNATIONAL,1,Dessert
carrot_cake,Sweet Products,Pastries,Food-101,Food101,INTERNATIONAL,1,Dessert
Carrot_cake,Sweet Products,Pastries,ISIA Food-500,ISIA,INTERNATIONAL,1,Dessert
Carrot_cake_cookie,Sweet Products,Pastries,ISIA Food-500,ISIA,INTERNATIONAL,1,Dessert
Carrot_chips,Salty Snacks,Vegetable Snacks,ISIA Food-500,ISIA,INTERNATIONAL,1,Snack
Carrot_juice,Drinks,Vegetable Drinks,ISIA Food-500,ISIA,INTERNATIONAL,3,Drinks
Carrot_salad,Salad,Other Types of Salad,ISIA Food-500,ISIA,INTERNATIONAL,3,Main
Carrot_soup,Soups and Stews,Soups and Creams,ISIA Food-500,ISIA,INTERNATIONAL,4,Main
carrots,Vegetables,Fresh Vegetables,FruitVeg-81,FruitVeg81,INTERNATIONAL,5,Main
Cassoulet,Soups and Stews,Stews,ISIA Food-500,ISIA,EUROPE,4,Main
cauliflower,Vegetables,Fresh Vegetables,FruitVeg-81,FruitVeg81,INTERNATIONAL,5,Main
Cebolada,Mixed Food,Mixed Food,ISIA Food-500,ISIA,EUROPE,3,Main
celeries,Vegetables,Fresh Vegetables,FruitVeg-81,FruitVeg81,INTERNATIONAL,5,Main
ceviche,Mixed Food,Mixed Food,Food-101,Food101,LATIN AMERICA AND THE CARIBBEAN,3,Main
Ceviche,Mixed Food,Mixed Food,ISIA Food-500,ISIA,LATIN AMERICA AND THE CARIBBEAN,3,Main
cha_ca,Mixed Food,Mixed Fish,MAFood-121,MAFood121,EAST AND SOUTHEAST ASIA,4,Main
Chakli,Salty Snacks,Other Salty Snacks,ISIA Food-500,ISIA,CENTRAL ASIA,1,Snack
champon,Noodle and Pasta,Noodle,UECFood-256,UECFOOD256,EAST AND SOUTHEAST ASIA,6,Main
Champurrado,Drinks,Other Drinks,ISIA Food-500,ISIA,LATIN AMERICA AND THE CARIBBEAN,1,Drinks
chanterelles,Vegetables,Mushrooms,FruitVeg-81,FruitVeg81,INTERNATIONAL,5,Main
Char_kway_teow,Noodle and Pasta,Noodle,ISIA Food-500,ISIA,EAST AND SOUTHEAST ASIA,6,Main
charcoal-boiled pork neck,Meat,Varied Meat,UECFood-256,UECFOOD256,EAST AND SOUTHEAST ASIA,2,Main
Charqui,Meat,Varied Meat,ISIA Food-500,ISIA,LATIN AMERICA AND THE CARIBBEAN,2,Main
Chazuke,Mixed Food,Mixed Rice,ISIA Food-500,ISIA,EAST AND SOUTHEAST ASIA,6,Main
Cheese_and_tomato_sandwich,Sandwich and Similar Products,Sandwich,ISIA Food-500,ISIA,INTERNATIONAL,3,Main
Cheese_bun,Mixed Food,Stuffed Dough,ISIA Food-500,ISIA,INTERNATIONAL,2,Main
cheese_burger,Fast Food,Burger,VIPER-FoodNet,VIPER,INTERNATIONAL,1,Main
Cheese_fries,Fast Food,Fries,ISIA Food-500,ISIA,INTERNATIONAL,1,Side
Cheese_maki,Mixed Food,Sushi,ISIA Food-500,ISIA,EAST AND SOUTHEAST ASIA,4,Main
cheese_plate,Dairy Products,Cheese,Food-101,Food101,INTERNATIONAL,4,Appetizer
Cheese_pudding,Sweet Products,Dairy Dessert,ISIA Food-500,ISIA,INTERNATIONAL,1,Dessert
Cheese_roll,Mixed Food,Mixed Food,ISIA Food-500,ISIA,INTERNATIONAL,3,Main
cheese_sandwiches,Sandwich and Similar Products,Sandwich,VIPER-FoodNet,VIPER,INTERNATIONAL,3,Main
cheesecake,Sweet Products,Pastries,Food-101,Food101,INTERNATIONAL,1,Dessert
Cheesecake,Sweet Products,Pastries,ISIA Food-500,ISIA,INTERNATIONAL,1,Dessert
cherries,Fruits,Fruits,FruitVeg-81,FruitVeg81,INTERNATIONAL,5,Dessert
Cherry_cake,Sweet Products,Pastries,ISIA Food-500,ISIA,INTERNATIONAL,1,Dessert
Cherry_ice_cream,Sweet Products,Dairy Dessert,ISIA Food-500,ISIA,INTERNATIONAL,1,Dessert
